Product_id,Product_name,Slope Theshold,Irrigated,Dry,Vulnerable,Dosis Max N ,Source,condición,,
430,BERGAMOTO,10,210,,,210,Cítricos,no,,
431,CIDRO,10,210,,,210,Cítricos,no,,
432,LIMÓN MANDARINA,10,210,,,210,Cítricos,no,,
433,LIMERO DULCE,10,210,,,210,Cítricos,no,,
434,LIMÓN DULCE DEL MEDITERRÁNEO,10,210,,,210,Cítricos,no,,
435,NARANJO MORUNO,10,210,,,210,Cítricos,no,,
436,ACEROLO,10,150,90,,150,"Frutales de hueso y de
pepita",no,,
437,GUINDO,10,150,90,,150,"Frutales de hueso y de
pepita",no,,
438,SAUCO,10,170,170,170,,,no,,
439,ESPINO AMARILLO,10,170,170,170,,,no,,
440,PITA,10,170,170,170,,,no,,
441,TÉ,10,170,170,170,,,no,,
442,MIMBRERA,10,170,170,170,,,no,,
443,BAMBÚ,10,170,170,170,,,no,,
444,ZUMAQUE,10,170,170,170,,,no,,
445,COL CRESPA,10,280,,,280,"Brasicáceas (col, coliflor,
brócoli, etc.)",no,,
446,SERRADELLA,10,170,170,170,,,no,,
447,MEZCLA CEREAL-RAYGRASS,10,170,350,170,,,no,,
448,MEZCLA AVENA-MAÍZ,10,170,350,170,,,no,,
449,MEZCLA HABA-VEZA,10,125,90,60,125,"Otras leguminosas herbáceas extensivas
(guisante, haboncillo, veza, etc.)",no,,
450,MEZCLA CEBADA-TRIGO,10,170,210,170,,,no,,
451,MEZCLA CENTENO-TRIGO,10,170,170,170,,,no,,
452,MEZCLA AVENA-MAÍZ-VEZA,10,125,90,60,125,"Otras leguminosas herbáceas extensivas
(guisante, haboncillo, veza, etc.)",no,,
453,MEZCLA CEBADA-MAÍZ-VEZA,10,125,90,60,125,"Otras leguminosas herbáceas extensivas
(guisante, haboncillo, veza, etc.)",no,,
454,MEZCLA ALTRAMUZ-AVENA,10,170,350,170,,,no,,
455,MEZCLA AVENA-CENTENO,10,170,170,170,,,no,,
456,MEZCLA CENTENO-MAÍZ,10,170,170,170,,,no,,
457,MEZCLA MAÍZ-SORGO,10,170,170,170,,,no,,
458,MARALFALFA,10,350,210,,350,"Gramíneas de invierno forrajeras (avena,
triticale, etc.) excepto raigrás",no,,
459,TEDERA,10,170,170,170,,,no,,
460,CAUPÍ,10,125,90,60,125,"""Otras leguminosas herbáceas extensivas
(guisante, haboncillo, veza, etc.)""",no,,
461,MELILOTO AMARILLO,10,170,,170,,,no,,
462,OJO DE BUEY,10,170,170,170,,,no,,
463,CHOISUM,10,280,,,280,"Brasicáceas (col, coliflor,
brócoli, etc.)",no,,
464,BRÓCOLI CHINO,10,280,,,280,Brocoli,no,,
465,BATATA ACUÁTICA,10,150,,,150,"Acelgas, espinacas",no,,
466,CEBOLLINO CHINO,10,220,,,,"Porro, ajo, calçot",no,,
467,LEMONGRASS,10,170,170,170,,,no,,
468,ESPINACA DE MALABAR,10,150,,,150,"Acelgas, espinacas",no,,
469,LUFFA,10,350,,,350,"Cucurbitáceas, aire libre",no,,
470,JUDÍA DE EGIPTO,10,200,,,200,Judia,no,,
471,CALABAZA AMARGA,10,350,,,350,"Cucurbitáceas, aire libre",no,,
472,PEPINO CULEBRA,10,350,,,350,"Cucurbitáceas, aire libre",no,,
473,CALABAZA CHINA,10,350,,,350,"Cucurbitáceas, aire libre",no,,
474,AROS EGIPCIOS,10,170,170,170,,,no,,
475,RÁBANO SILVESTRE,10,280,,,280,"Brasicáceas (col, coliflor,
brócoli, etc.)",no,,
477,SALSIFÍ,10,190,,,190,"Hinojo, perejil, zanahoria",no,,
478,COLINABO,10,250,,,250,Otros hortícolas,no,,
479,ESCORZONERA,10,190,,,190,"Hinojo, perejil, zanahoria",no,,
480,BARBAREA,10,280,,,280,"Brasicáceas (col, coliflor,
brócoli, etc.)",no,,
481,NUEZ DE COLA,10,150,90,,150,"Frutales de hueso y de
pepita",no,,
482,ALTRAMUZ AZUL,10,125,90,60,125,"""Otras leguminosas herbáceas extensivas
(guisante, haboncillo, veza, etc.)""",no,,
483,VEZA VELLOSA,10,170,120,90,170,"Otros cultivos extensivos (nabos, lino, etc.)",no,,
484,GRELOS,10,280,,,280,"Brasicáceas (col, coliflor,
brócoli, etc.)",no,,
485,BAYAS DE GOJI,10,150,90,,150,"Frutales de hueso y de
pepita",no,,
486,ALVERJA HÚNGARA,10,170,120,90,170,"Otros cultivos extensivos (nabos, lino, etc.)",no,,
487,CALIFORNIA BLUEBELL,10,170,120,90,170,"Otros cultivos extensivos (nabos, lino, etc.)",no,,
488,BISERRULA,10,170,120,90,170,"Otros cultivos extensivos (nabos, lino, etc.)",no,,
489,GRAMA COMÚN,10,350,210,,350,"Gramíneas de invierno forrajeras (avena,
triticale, etc.) excepto raigrás",no,,
490,MEDICAGO,10,170,120,130,170,Alfafa,no,,
491,ESPIGUILLA DE BURRO,10,350,210,,350,"Gramíneas de invierno forrajeras (avena,
triticale, etc.) excepto raigrás",no,,
492,AÑIL,10,170,120,90,170,"Otros cultivos extensivos (nabos, lino, etc.)",no,,
493,ÍNDIGO CHINO,10,170,120,90,170,"Otros cultivos extensivos (nabos, lino, etc.)",no,,
496,MEZCLA RAYGRASS-TREBOL,10,125,90,60,125,"Otras leguminosas herbáceas extensivas
(guisante, haboncillo, veza, etc.)",no,,
500,FORESTACIONES VINCULADAS AL REGLAMENTO Nº 1257/1999,10,170,120,90,170,"Otros cultivos extensivos (nabos, lino, etc.)",no,,
600,FORESTACIONES VINCULADAS AL REGLAMENTO Nº 1698/2005,10,170,120,90,170,"Otros cultivos extensivos (nabos, lino, etc.)",no,,
700,SUP DE AGROSILVICULTURA QUE RECIBA O HAYA RECIBIDO AYUDAS DE LOS REGLAMENTOS 1698/2005 Y/O 1305/2013,10,170,120,90,170,"Otros cultivos extensivos (nabos, lino, etc.)",no,,
750,SUPERFICIES VINCULADAS A LA DIRECTIVA 92/43/CEE,10,170,120,90,170,"Otros cultivos extensivos (nabos, lino, etc.)",no,,
800,FORESTACIONES VINCULADAS AL REGLAMENTO Nº 1305/2013,10,170,120,90,170,"Otros cultivos extensivos (nabos, lino, etc.)",no,,
850,OTRAS SUPERFICIES FORESTALES-VUELO,10,170,120,90,170,"Otros cultivos extensivos (nabos, lino, etc.)",no,,
900,SINAPIS ALBA,10,170,120,90,170,"Otros cultivos extensivos (nabos, lino, etc.)",no,,
901,BRASSICA CARINATA,10,170,120,90,170,"Otros cultivos extensivos (nabos, lino, etc.)",no,,
902,BRASSICA JUNCEA,10,170,120,90,170,"Otros cultivos extensivos (nabos, lino, etc.)",no,,
903,OTRAS CRUCIFERAS,10,170,170,170,,,no,,
904,CROTALARIA JUNCEA,10,170,170,170,,,no,,
905,PLATANERA,10,150,90,,150,"Frutales de hueso y de
pepita",no,,
906,PIÑA,10,150,90,,150,"Frutales de hueso y de
pepita",no,,
907,AZUFAIFO,10,150,90,,150,"Frutales de hueso y de
pepita",no,,
908,CARAMBOLO,10,150,90,,150,"Frutales de hueso y de
pepita",no,,
909,NASHI,10,150,90,,150,"Frutales de hueso y de
pepita",no,,
910,LITCHI,10,150,90,,150,"Frutales de hueso y de
pepita",no,,
911,KUMQUAT,10,210,,,210,Cítricos,no,,
912,LIMEQUAT,10,210,,,210,Cítricos,no,,
913,MANO DE BUDA,10,210,,,210,Cítricos,no,,
914,CAVIAR CÍTRICO/ FINGER LIME,10,210,,,210,Cítricos,no,,
915,LIMA,10,210,,,210,Cítricos,no,,
916,KALE,10,280,,,280,"Brasicáceas (col, coliflor,
brócoli, etc.)",no,,
918,ARGÁN,10,170,170,170,,,no,,
919,PITAYA,10,210,,,210,Cítricos,no,,
920,LONGAN,10,150,90,,150,"Frutales de hueso y de
pepita",no,,
921,MANGOSTÁN,10,150,90,,150,"Frutales de hueso y de
pepita",no,,
922,RAMBUTÁN,10,150,90,,150,"Frutales de hueso y de
pepita",no,,
923,GUAYABO,10,150,90,,150,"Frutales de hueso y de
pepita",no,,
924,ZAPOTE,10,170,100,,100,Otros cultivos leñosos,no,,
925,ALFICOZ,10,350,,,350,"Cucurbitáceas, aire libre",no,,
926,BATATA,10,170,220,170,,,no,,
927,OKRA,10,350,,,350,"Cucurbitáceas, aire libre",no,,
928,PHYSALIS,10,170,100,,100,Otros cultivos leñosos,no,,
929,RÚCULA,10,280,,,280,"Brasicáceas (col, coliflor,
brócoli, etc.)",no,,
930,SALICORNIA,10,250,,,250,Otros hortícolas,no,,
931,ESQUEJES,10,170,170,170,,,no,,
932,PLANTAS ORNAMENTALES,10,170,170,170,,,no,,
933,ÑAME,10,170,170,170,,,no,,
934,OTROS CEREALES,10,170,170,170,,,no,,
935,OTRAS FORRAJERAS,10,170,210,170,,,no,,
936,TAGASASTE,10,170,170,170,,,no,,
937,CUERNECILLO,10,170,170,170,,,no,,
938,FRESÓN,10,300,,,300,Fresa,no,,
939,ALMENDRO-OLIVAR,10,130,85,60,130,,no,,
940,NARANJO.CAQUI,10,210,,,210,Citricos,no,,
941,NARANJO-MANDARINO,10,210,,,210,Citricos,no,,
942,NÍSPERO-CAQUI,10,150,90,,150,"Frutales de hueso y de
pepita",no,,
943,PALMERA DATILERA,10,170,100,,100,Otros cultivos leñosos,no,,
944,MARACUYÁ o FRUTO DE LA PASIÓN,10,150,90,,150,"Frutales de hueso y de
pepita",no,,
945,MEZCLA AVENA-HABA,10,125,90,60,125,"Otras leguminosas herbáceas extensivas
(guisante, haboncillo, veza, etc.)",no,,
946,MEZCLA AVENA-CEBADA-VEZA,10,125,90,60,125,"Otras leguminosas herbáceas extensivas
(guisante, haboncillo, veza, etc.)",no,,
947,JOJOBA,10,170,210,170,,,no,,
948,CLEMENTINA-CAQUI,10,210,,,210,Cítricos,no,,
949,SATSUMA-CAQUI,10,210,,,210,Cítricos,no,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
